Tree,Node,ID,Feature,Split,Yes,No,Missing,Gain,Cover,Category
0,0,0-0,manggarai_air_lag1,635.0,0-1,0-2,0-2,28663008.0,27231.0,
0,1,0-1,manggarai_air_lag1,595.0,0-3,0-4,0-4,3658178.0,14432.0,
0,2,0-2,manggarai_air_lag1,694.0,0-5,0-6,0-6,7356939.0,12799.0,
0,3,0-3,manggarai_air_lag4,575.0,0-7,0-8,0-8,668690.0,5187.0,
0,4,0-4,manggarai_air_lag1,615.0,0-9,0-10,0-10,884815.5,9245.0,
0,5,0-5,manggarai_air_lag1,665.0,0-11,0-12,0-12,1621591.5,10999.0,
0,6,0-6,manggarai_air_lag1,745.0,0-13,0-14,0-14,1234806.0,1800.0,
0,7,0-7,manggarai_air_lag3,592.5,0-15,0-16,0-16,37159.0,1745.0,
0,8,0-8,manggarai_air_lag2,625.0,0-17,0-18,0-18,144155.0,3442.0,
0,9,0-9,manggarai_air_lag1,605.0,0-19,0-20,0-20,109512.0,5237.0,
0,10,0-10,manggarai_air_lag1,625.0,0-21,0-22,0-22,95863.2188,4008.0,
0,11,0-11,manggarai_air_lag1,650.0,0-23,0-24,0-24,275878.0,8378.0,
0,12,0-12,manggarai_air_lag1,680.0,0-25,0-26,0-26,98950.5,2621.0,
0,13,0-13,manggarai_air_lag1,725.0,0-27,0-28,0-28,185278.5,1338.0,
0,14,0-14,manggarai_air_lag1,790.0,0-29,0-30,0-30,173339.0,462.0,
0,15,0-15,manggarai_air_lag1,565.0,0-31,0-32,0-32,35639.0,1742.0,
0,16,0-16,time_index,157.0,0-33,0-34,0-34,77885.0547,3.0,
0,17,0-17,manggarai_air_lag20,20.0,0-35,0-36,0-36,87121.0,3418.0,
0,18,0-18,depok_air_lag8,106.0,0-37,0-38,0-38,9188.13086,24.0,
0,19,0-19,depok_air_lag7,150.0,0-39,0-40,0-40,14335.0,3395.0,
0,20,0-20,depok_air_lag8,155.0,0-41,0-42,0-42,21656.8125,1842.0,
0,21,0-21,manggarai_air_lag4,570.0,0-43,0-44,0-44,81829.125,2249.0,
0,22,0-22,depok_air_lag3,80.0,0-45,0-46,0-46,22716.9824,1759.0,
0,23,0-23,manggarai_air_lag1,645.0,0-47,0-48,0-48,21577.875,3203.0,
0,24,0-24,manggarai_air_lag1,651.0,0-49,0-50,0-50,76550.5,5175.0,
0,25,0-25,depok_air_lag7,160.0,0-51,0-52,0-52,28278.625,1185.0,
0,26,0-26,depok_air_lag7,137.5,0-53,0-54,0-54,34691.25,1436.0,
0,27,0-27,depok_air_lag7,145.0,0-55,0-56,0-56,47817.5,1030.0,
0,28,0-28,depok_air_lag7,155.0,0-57,0-58,0-58,9770.5,308.0,
0,29,0-29,depok_air_lag7,155.0,0-59,0-60,0-60,26459.0,342.0,
0,30,0-30,manggarai_air_lag2,715.0,0-61,0-62,0-62,8250.0,120.0,
0,31,0-31,manggarai_air_lag1,20.0,0-63,0-64,0-64,4888.5,1451.0,
0,32,0-32,depok_air_lag9,125.0,0-65,0-66,0-66,14370.1875,291.0,
0,33,0-33,Leaf,,,,,-30.9867039,1.0,
0,34,0-34,time_index,2013.0,0-67,0-68,0-68,105.295166,2.0,
0,35,0-35,time_index,289.0,0-69,0-70,0-70,46074.25,2.0,
0,36,0-36,manggarai_air_lag1,585.0,0-71,0-72,0-72,73562.0,3416.0,
0,37,0-37,depok_air_lag14,74.0,0-73,0-74,0-74,992.479614,12.0,
0,38,0-38,dayofyear_cos,0.652345598,0-75,0-76,0-76,8.375,12.0,
0,39,0-39,manggarai_air_lag1,598.0,0-77,0-78,0-78,11690.75,3382.0,
0,40,0-40,hour_sin,0.965925813,0-79,0-80,0-80,4321.0542,13.0,
0,41,0-41,manggarai_air_lag1,607.5,0-81,0-82,0-82,10244.125,1835.0,
0,42,0-42,depok_air_lag23,85.0,0-83,0-84,0-84,3278.33154,7.0,
0,43,0-43,time_index,289.0,0-85,0-86,0-86,96182.4062,3.0,
0,44,0-44,depok_air_lag24,195.0,0-87,0-88,0-88,30557.7812,2246.0,
0,45,0-45,depok_air_lag10,102.5,0-89,0-90,0-90,137662.844,15.0,
0,46,0-46,depok_air_lag7,111.0,0-91,0-92,0-92,15013.1465,1744.0,
0,47,0-47,depok_air_lag7,130.0,0-93,0-94,0-94,9959.95312,2583.0,
0,48,0-48,depok_air_lag7,130.0,0-95,0-96,0-96,8059.26562,620.0,
0,49,0-49,depok_air_lag8,170.0,0-97,0-98,0-98,14722.5,3694.0,
0,50,0-50,depok_air_lag23,190.0,0-99,0-100,0-100,23753.0,1481.0,
0,51,0-51,manggarai_air_lag3,658.0,0-101,0-102,0-102,8007.625,1150.0,
0,52,0-52,depok_air_lag24,135.0,0-103,0-104,0-104,688.671875,35.0,
0,53,0-53,depok_air_lag24,96.0,0-105,0-106,0-106,3405.25,1269.0,
0,54,0-54,manggarai_air_lag3,650.0,0-107,0-108,0-108,7239.3125,167.0,
0,55,0-55,katulampa_air_lag19,90.0,0-109,0-110,0-110,32005.25,792.0,
0,56,0-56,manggarai_air_lag1,705.0,0-111,0-112,0-112,490.125,238.0,
0,57,0-57,manggarai_air_lag20,815.0,0-113,0-114,0-114,672.875,210.0,
0,58,0-58,Leaf,,,,,11.1273346,98.0,
0,59,0-59,Leaf,,,,,11.5264502,184.0,
0,60,0-60,Leaf,,,,,13.7496967,158.0,
0,61,0-61,Leaf,,,,,6.01772881,2.0,
0,62,0-62,Leaf,,,,,17.3667049,118.0,
0,63,0-63,Leaf,,,,,0.0132965092,1.0,
0,64,0-64,depok_air_lag9,125.0,0-115,0-116,0-116,108.5,1450.0,
0,65,0-65,manggarai_air_lag1,580.0,0-117,0-118,0-118,4063.8125,287.0,
0,66,0-66,hour_sin,0.965925813,0-119,0-120,0-120,999.383606,4.0,
0,67,0-67,Leaf,,,,,-2.48670363,1.0,
0,68,0-68,Leaf,,,,,-0.486703485,1.0,
0,69,0-69,Leaf,,,,,-30.4867039,1.0,
0,70,0-70,Leaf,,,,,-1.98670352,1.0,
0,71,0-71,manggarai_air_lag2,602.5,0-121,0-122,0-122,9083.0,1205.0,
0,72,0-72,manggarai_cuaca_lag1_hujan,1.0,0-123,0-124,0-124,7357.5,2211.0,
0,73,0-73,Leaf,,,,,-0.648938,2.0,
0,74,0-74,katulampa_air_lag14,15.0,0-125,0-126,0-126,632.57959,10.0,
0,75,0-75,Leaf,,,,,5.27437735,11.0,
0,76,0-76,Leaf,,,,,1.51329648,1.0,
0,77,0-77,depok_air_lag8,120.0,0-127,0-128,0-128,2926.4375,762.0,
0,78,0-78,time_index,26957.0,0-129,0-130,0-130,8099.25,2620.0,
0,79,0-79,manggarai_air_lag21,607.5,0-131,0-132,0-132,1276.61462,9.0,
0,80,0-80,Leaf,,,,,-2.17872572,4.0,
0,81,0-81,depok_air_lag7,111.0,0-133,0-134,0-134,1160.1875,645.0,
0,82,0-82,manggarai_cuaca_lag1_hujan,1.0,0-135,0-136,0-136,5636.8125,1190.0,
0,83,0-83,time_index,6797.0,0-137,0-138,0-138,746.631836,4.0,
0,84,0-84,time_index,23375.0,0-139,0-140,0-140,791.105103,3.0,
0,85,0-85,Leaf,,,,,-30.9867039,1.0,
0,86,0-86,time_index,13301.0,0-141,0-142,0-142,99.9764252,2.0,
0,87,0-87,depok_air_lag7,135.0,0-143,0-144,0-144,23095.3438,2240.0,
0,88,0-88,manggarai_air_lag5,625.0,0-145,0-146,0-146,78215.7656,6.0,
0,89,0-89,hour_cos,-1.83697015e-16,0-147,0-148,0-148,262.429932,14.0,
0,90,0-90,Leaf,,,,,-28.4867039,1.0,
0,91,0-91,manggarai_air_lag2,607.5,0-149,0-150,0-150,13907.8594,1641.0,
0,92,0-92,depok_air_lag7,135.0,0-151,0-152,0-152,3182.92871,103.0,
0,93,0-93,manggarai_air_lag1,640.0,0-153,0-154,0-154,9320.45312,2492.0,
0,94,0-94,depok_air_lag3,205.0,0-155,0-156,0-156,8061.60156,91.0,
0,95,0-95,manggarai_air_lag6,520.0,0-157,0-158,0-158,5400.875,590.0,
0,96,0-96,depok_air_lag7,137.5,0-159,0-160,0-160,528.529297,30.0,
0,97,0-97,depok_air_lag7,137.5,0-161,0-162,0-162,8147.0,3684.0,
0,98,0-98,hour_sin,1.22464685e-16,0-163,0-164,0-164,167328.203,10.0,
0,99,0-99,depok_air_lag7,137.5,0-165,0-166,0-166,14728.125,1467.0,
0,100,0-100,hour_sin,0.0,0-167,0-168,0-168,144274.375,14.0,
0,101,0-101,depok_air_lag7,96.0,0-169,0-170,0-170,2512.28125,178.0,
0,102,0-102,manggarai_air_lag1,670.0,0-171,0-172,0-172,7836.25,972.0,
0,103,0-103,Leaf,,,,,7.42552948,24.0,
0,104,0-104,Leaf,,,,,4.89937735,11.0,
0,105,0-105,depok_air_lag7,135.0,0-173,0-174,0-174,22663.1562,174.0,
0,106,0-106,manggarai_air_lag1,690.0,0-175,0-176,0-176,4027.5,1095.0,
0,107,0-107,Leaf,,,,,8.05092907,39.0,
0,108,0-108,Leaf,,,,,6.10390615,128.0,
0,109,0-109,manggarai_air_lag1,705.0,0-177,0-178,0-178,23955.25,764.0,
0,110,0-110,manggarai_air_lag20,705.0,0-179,0-180,0-180,116721.469,28.0,
0,111,0-111,Leaf,,,,,7.6312027,80.0,
0,112,0-112,Leaf,,,,,8.82202339,158.0,
0,113,0-113,Leaf,,,,,9.43718052,209.0,
0,114,0-114,Leaf,,,,,2.5132966,1.0,
0,115,0-115,Leaf,,,,,-6.9699769,1449.0,
0,116,0-116,Leaf,,,,,-1.98670352,1.0,
0,117,0-117,Leaf,,,,,-5.95115757,245.0,
0,118,0-118,Leaf,,,,,-4.53216505,42.0,
0,119,0-119,Leaf,,,,,-0.730055273,3.0,
0,120,0-120,Leaf,,,,,2.0132966,1.0,
0,121,0-121,Leaf,,,,,-5.06442928,1199.0,
0,122,0-122,Leaf,,,,,-0.977205932,6.0,
0,123,0-123,Leaf,,,,,-4.08984709,2163.0,
0,124,0-124,Leaf,,,,,-2.71884775,48.0,
0,125,0-125,Leaf,,,,,2.85106206,2.0,
0,126,0-126,Leaf,,,,,0.912527084,8.0,
0,127,0-127,Leaf,,,,,-3.43988967,759.0,
0,128,0-128,Leaf,,,,,-0.230055243,3.0,
0,129,0-129,Leaf,,,,,-2.97131634,2617.0,
0,130,0-130,Leaf,,,,,1.76994479,3.0,
0,131,0-131,Leaf,,,,,2.16565108,6.0,
0,132,0-132,Leaf,,,,,-0.230055243,3.0,
0,133,0-133,Leaf,,,,,-2.46198893,636.0,
0,134,0-134,Leaf,,,,,-1.12606633,9.0,
0,135,0-135,Leaf,,,,,-1.98570025,1140.0,
0,136,0-136,Leaf,,,,,-0.875889242,50.0,
0,137,0-137,Leaf,,,,,1.85106206,2.0,
0,138,0-138,Leaf,,,,,6.01772881,2.0,
0,139,0-139,Leaf,,,,,1.35106206,2.0,
0,140,0-140,Leaf,,,,,-1.23670352,1.0,
0,141,0-141,Leaf,,,,,0.513296545,1.0,
0,142,0-142,Leaf,,,,,-0.486703485,1.0,
0,143,0-143,Leaf,,,,,-1.16747689,2212.0,
0,144,0-144,Leaf,,,,,1.68084848,28.0,
0,145,0-145,Leaf,,,,,-24.4867039,1.0,
0,146,0-146,Leaf,,,,,-0.894505799,5.0,
0,147,0-147,Leaf,,,,,-1.10505521,3.0,
0,148,0-148,Leaf,,,,,-0.142289743,11.0,
0,149,0-149,Leaf,,,,,-2.92217517,18.0,
0,150,0-150,Leaf,,,,,-0.200332239,1623.0,
0,151,0-151,Leaf,,,,,0.585025489,67.0,
0,152,0-152,Leaf,,,,,1.75560403,36.0,
0,153,0-153,Leaf,,,,,0.412023157,344.0,
0,154,0-154,Leaf,,,,,0.974370301,2148.0,
0,155,0-155,Leaf,,,,,2.0812459,90.0,
0,156,0-156,Leaf,,,,,-4.4867034,1.0,
0,157,0-157,Leaf,,,,,-2.81560469,2.0,
0,158,0-158,Leaf,,,,,1.52654791,588.0,
0,159,0-159,Leaf,,,,,2.39993095,15.0,
0,160,0-160,Leaf,,,,,3.77493095,15.0,
0,161,0-161,Leaf,,,,,1.98812413,3613.0,
0,162,0-162,Leaf,,,,,3.0887239,71.0,
0,163,0-163,Leaf,,,,,-27.9867039,1.0,
0,164,0-164,Leaf,,,,,3.72393394,9.0,
0,165,0-165,Leaf,,,,,2.83058548,1420.0,
0,166,0-166,Leaf,,,,,4.66145563,47.0,
0,167,0-167,Leaf,,,,,2.4889791,13.0,
0,168,0-168,Leaf,,,,,-26.2367039,1.0,
0,169,0-169,Leaf,,,,,3.4829762,34.0,
0,170,0-170,Leaf,,,,,4.7539959,144.0,
0,171,0-171,Leaf,,,,,3.07529068,173.0,
0,172,0-172,Leaf,,,,,3.87905955,799.0,
0,173,0-173,Leaf,,,,,4.70500612,167.0,
0,174,0-174,Leaf,,,,,-0.976731122,7.0,
0,175,0-175,Leaf,,,,,4.97178984,879.0,
0,176,0-176,Leaf,,,,,5.58868265,216.0,
0,177,0-177,Leaf,,,,,6.25547028,379.0,
0,178,0-178,Leaf,,,,,7.47937393,385.0,
0,179,0-179,Leaf,,,,,4.82921505,27.0,
0,180,0-180,Leaf,,,,,-20.2867031,1.0,
1,0,1-0,manggarai_air_lag1,635.0,1-1,1-2,1-2,23285102.0,27277.0,
1,1,1-1,manggarai_air_lag1,598.0,1-3,1-4,1-4,3048504.0,14457.0,
1,2,1-2,manggarai_air_lag1,690.0,1-5,1-6,1-6,6029736.0,12820.0,
1,3,1-3,manggarai_air_lag5,575.0,1-7,1-8,1-8,673661.0,5971.0,
1,4,1-4,manggarai_air_lag1,615.0,1-9,1-10,1-10,625443.25,8486.0,
1,5,1-5,manggarai_air_lag1,665.0,1-11,1-12,1-12,1069791.0,10696.0,
1,6,1-6,manggarai_air_lag1,732.5,1-13,1-14,1-14,1235711.0,2124.0,
1,7,1-7,manggarai_air_lag3,592.5,1-15,1-16,1-16,46194.5,1767.0,
1,8,1-8,manggarai_air_lag2,630.0,1-17,1-18,1-18,103930.0,4204.0,
1,9,1-9,manggarai_air_lag1,602.5,1-19,1-20,1-20,57785.25,4452.0,
1,10,1-10,manggarai_air_lag1,625.0,1-21,1-22,1-22,71124.9844,4034.0,
1,11,1-11,manggarai_air_lag1,645.0,1-23,1-24,1-24,239816.25,8375.0,
1,12,1-12,manggarai_air_lag1,680.0,1-25,1-26,1-26,53924.75,2321.0,
1,13,1-13,manggarai_air_lag1,710.0,1-27,1-28,1-28,113996.0,1522.0,
1,14,1-14,manggarai_air_lag1,770.0,1-29,1-30,1-30,230161.0,602.0,
1,15,1-15,manggarai_air_lag1,570.0,1-31,1-32,1-32,29968.0,1764.0,
1,16,1-16,time_index,157.0,1-33,1-34,1-34,57519.7734,3.0,
1,17,1-17,manggarai_air_lag1,587.5,1-35,1-36,1-36,104785.0,4185.0,
1,18,1-18,depok_air_lag8,106.0,1-37,1-38,1-38,5413.01758,19.0,
1,19,1-19,depok_air_lag7,145.0,1-39,1-40,1-40,12741.875,2644.0,
1,20,1-20,depok_air_lag6,140.0,1-41,1-42,1-42,23428.5625,1808.0,
1,21,1-21,depok_air_lag24,200.0,1-43,1-44,1-44,25327.8281,2241.0,
1,22,1-22,depok_air_lag6,120.0,1-45,1-46,1-46,10857.9131,1793.0,
1,23,1-23,depok_air_lag7,130.0,1-47,1-48,1-48,11167.0625,2562.0,
1,24,1-24,manggarai_air_lag1,658.0,1-49,1-50,1-50,74551.0,5813.0,
1,25,1-25,depok_air_lag7,137.5,1-51,1-52,1-52,17631.5,1186.0,
1,26,1-26,depok_air_lag6,137.5,1-53,1-54,1-54,15718.5,1135.0,
1,27,1-27,depok_air_lag6,137.5,1-55,1-56,1-56,35601.75,917.0,
1,28,1-28,depok_air_lag6,150.0,1-57,1-58,1-58,29863.25,605.0,
1,29,1-29,depok_air_lag7,170.0,1-59,1-60,1-60,16522.25,379.0,
1,30,1-30,manggarai_air_lag1,810.0,1-61,1-62,1-62,41046.0,223.0,
1,31,1-31,manggarai_air_lag2,592.5,1-63,1-64,1-64,3942.0,1526.0,
1,32,1-32,depok_air_lag8,125.0,1-65,1-66,1-66,8412.0625,238.0,
1,33,1-33,Leaf,,,,,-29.4373684,1.0,
1,34,1-34,Leaf,,,,,-3.39723325,2.0,
1,35,1-35,depok_air_lag7,20.0,1-67,1-68,1-68,78045.25,1518.0,
1,36,1-36,manggarai_air_lag1,595.0,1-69,1-70,1-70,11746.5,2667.0,
1,37,1-37,hour_sin,-0.965925813,1-71,1-72,1-72,438.200623,7.0,
1,38,1-38,Leaf,,,,,4.68200016,12.0,
1,39,1-39,manggarai_air_lag2,640.0,1-73,1-74,1-74,6851.375,2632.0,
1,40,1-40,hour_cos,-0.258819044,1-75,1-76,1-76,5358.59277,12.0,
1,41,1-41,manggarai_air_lag1,607.5,1-77,1-78,1-78,6634.5625,1786.0,
1,42,1-42,depok_air_lag13,86.0,1-79,1-80,1-80,9903.90332,22.0,
1,43,1-43,depok_air_lag7,111.0,1-81,1-82,1-82,21861.9375,2235.0,
1,44,1-44,manggarai_air_lag15,700.0,1-83,1-84,1-84,73917.3281,6.0,
1,45,1-45,manggarai_air_lag3,598.0,1-85,1-86,1-86,9511.7207,1696.0,
1,46,1-46,depok_air_lag6,210.0,1-87,1-88,1-88,4152.11914,97.0,
1,47,1-47,manggarai_air_lag1,640.0,1-89,1-90,1-90,6523.85938,2460.0,
1,48,1-48,depok_air_lag3,205.0,1-91,1-92,1-92,7206.83594,102.0,
1,49,1-49,depok_air_lag7,145.0,1-93,1-94,1-94,19363.625,4475.0,
1,50,1-50,manggarai_air_lag15,770.0,1-95,1-96,1-96,24323.75,1338.0,
1,51,1-51,manggarai_air_lag1,670.0,1-97,1-98,1-98,3348.625,1066.0,
1,52,1-52,depok_air_lag6,210.0,1-99,1-100,1-100,5276.0625,120.0,
1,53,1-53,manggarai_air_lag17,658.0,1-101,1-102,1-102,1899.0,1038.0,
1,54,1-54,manggarai_air_lag2,675.0,1-103,1-104,1-104,3227.875,97.0,
1,55,1-55,manggarai_air_lag1,700.0,1-105,1-106,1-106,9149.75,728.0,
1,56,1-56,depok_air_lag7,170.0,1-107,1-108,1-108,4831.0,189.0,
1,57,1-57,depok_air_lag14,225.0,1-109,1-110,1-110,21720.5,479.0,
1,58,1-58,dayofyear_cos,-0.993512869,1-111,1-112,1-112,35.1875,126.0,
1,59,1-59,Leaf,,,,,9.75188255,288.0,
1,60,1-60,Leaf,,,,,11.7191839,91.0,
1,61,1-61,katulampa_air_lag3,110.0,1-113,1-114,1-114,2734.0,162.0,
1,62,1-62,Leaf,,,,,17.0374222,61.0,
1,63,1-63,depok_air_lag6,155.0,1-115,1-116,1-116,1741.0,1525.0,
1,64,1-64,Leaf,,,,,0.0126312254,1.0,
1,65,1-65,manggarai_air_lag1,580.0,1-117,1-118,1-118,2964.9375,231.0,
1,66,1-66,manggarai_air_lag17,635.0,1-119,1-120,1-120,2304.3252,7.0,
1,67,1-67,time_index,289.0,1-121,1-122,1-122,39003.9844,2.0,
1,68,1-68,depok_air_lag7,160.0,1-123,1-124,1-124,5940.5,1516.0,
1,69,1-69,manggarai_cuaca_lag1_hujan,1.0,1-125,1-126,1-126,13038.5,1907.0,
1,70,1-70,depok_air_lag8,106.0,1-127,1-128,1-128,2782.4375,760.0,
1,71,1-71,Leaf,,,,,2.3707428,1.0,
1,72,1-72,manggarai_air_lag2,635.0,1-129,1-130,1-130,39.1277771,6.0,
1,73,1-73,dayofyear_sin,-0.999832988,1-131,1-132,1-132,4362.625,2624.0,
1,74,1-74,dayofyear_cos,-0.866562486,1-133,1-134,1-134,3292.0769,8.0,
1,75,1-75,Leaf,,,,,4.28654194,2.0,
1,76,1-76,dayofyear_sin,-0.814915955,1-135,1-136,1-136,2143.94189,10.0,
1,77,1-77,manggarai_air_lag2,598.0,1-137,1-138,1-138,899.84375,615.0,
1,78,1-78,katulampa_air_lag21,29.0,1-139,1-140,1-140,3708.8125,1171.0,
1,79,1-79,depok_air_lag6,165.0,1-141,1-142,1-142,771.285156,6.0,
1,80,1-80,dayofyear_sin,-0.689796031,1-143,1-144,1-144,3276.32104,16.0,
1,81,1-81,manggarai_air_lag1,620.0,1-145,1-146,1-146,8390.23438,2135.0,
1,82,1-82,depok_air_lag7,160.0,1-147,1-148,1-148,11098.3926,100.0,
1,83,1-83,Leaf,,,,,-23.2623692,1.0,
1,84,1-84,hour_cos,1.0,1-149,1-150,1-150,188.322815,5.0,
1,85,1-85,depok_cuaca_lag6_hujan,1.0,1-151,1-152,1-152,75204.7969,23.0,
1,86,1-86,manggarai_air_lag1,630.0,1-153,1-154,1-154,8295.12109,1673.0,
1,87,1-87,manggarai_air_lag2,620.0,1-155,1-156,1-156,3440.7207,93.0,
1,88,1-88,Leaf,,,,,3.69818115,4.0,
1,89,1-89,manggarai_air_lag7,720.0,1-157,1-158,1-158,3404.8916,353.0,
1,90,1-90,hour_sin,0.866025388,1-159,1-160,1-160,2026.0625,2107.0,
1,91,1-91,depok_air_lag3,135.0,1-161,1-162,1-162,5721.26172,101.0,
1,92,1-92,Leaf,,,,,-4.26236868,1.0,
1,93,1-93,katulampa_air_lag4,75.0,1-163,1-164,1-164,16968.875,4410.0,
1,94,1-94,time_index,26824.0,1-165,1-166,1-166,9433.76562,65.0,
1,95,1-95,depok_air_lag6,155.0,1-167,1-168,1-168,14352.625,1326.0,
1,96,1-96,depok_air_lag13,111.0,1-169,1-170,1-170,126534.172,12.0,
1,97,1-97,manggarai_air_lag3,670.0,1-171,1-172,1-172,2094.1875,209.0,
1,98,1-98,manggarai_air_lag2,670.0,1-173,1-174,1-174,2646.625,857.0,
1,99,1-99,depok_air_lag19,137.5,1-175,1-176,1-176,778.328125,114.0,
1,100,1-100,Leaf,,,,,7.88914442,6.0,
1,101,1-101,manggarai_air_lag3,658.0,1-177,1-178,1-178,1662.0625,267.0,
1,102,1-102,manggarai_cuaca_lag1_hujan,1.0,1-179,1-180,1-180,526.875,771.0,
1,103,1-103,Leaf,,,,,6.68147516,43.0,
1,104,1-104,Leaf,,,,,5.03951216,54.0,
1,105,1-105,dayofyear_sin,-0.997559071,1-181,1-182,1-182,5749.375,382.0,
1,106,1-106,depok_air_lag16,225.0,1-183,1-184,1-184,17336.75,346.0,
1,107,1-107,Leaf,,,,,6.60510635,151.0,
1,108,1-108,Leaf,,,,,8.37383175,38.0,
1,109,1-109,manggarai_air_lag3,602.5,1-185,1-186,1-186,11255.5,466.0,
1,110,1-110,manggarai_air_lag17,690.0,1-187,1-188,1-188,109829.633,13.0,
1,111,1-111,time_index,14893.0,1-189,1-190,1-190,6065.74023,5.0,
1,112,1-112,Leaf,,,,,9.1150074,121.0,
1,113,1-113,Leaf,,,,,13.3726683,161.0,
1,114,1-114,Leaf,,,,,3.21241164,1.0,
1,115,1-115,Leaf,,,,,-6.25814629,1524.0,
1,116,1-116,Leaf,,,,,-0.939144909,1.0,
1,117,1-117,Leaf,,,,,-5.30227661,185.0,
1,118,1-118,Leaf,,,,,-4.08784008,46.0,
1,119,1-119,Leaf,,,,,-2.06512356,6.0,
1,120,1-120,Leaf,,,,,1.91263127,1.0,
1,121,1-121,Leaf,,,,,-28.9623699,1.0,
1,122,1-122,Leaf,,,,,-2.23348093,1.0,
1,123,1-123,Leaf,,,,,-4.4531064,1514.0,
1,124,1-124,Leaf,,,,,0.688692272,2.0,
1,125,1-125,Leaf,,,,,-3.60981441,1867.0,
1,126,1-126,Leaf,,,,,-1.72099495,40.0,
1,127,1-127,Leaf,,,,,-3.10384345,752.0,
1,128,1-128,Leaf,,,,,-1.05536699,8.0,
1,129,1-129,Leaf,,,,,-0.032330323,1.0,
1,130,1-130,Leaf,,,,,0.612782836,5.0,
1,131,1-131,Leaf,,,,,-3.60169959,55.0,
1,132,1-132,Leaf,,,,,-2.63982558,2569.0,
1,133,1-133,Leaf,,,,,-2.00720668,3.0,
1,134,1-134,Leaf,,,,,1.69937348,5.0,
1,135,1-135,Leaf,,,,,-2.04340219,4.0,
1,136,1-136,Leaf,,,,,0.681963265,6.0,
1,137,1-137,Leaf,,,,,-1.18665493,12.0,
1,138,1-138,Leaf,,,,,-2.23127913,603.0,
1,139,1-139,Leaf,,,,,-1.75351048,1117.0,
1,140,1-140,Leaf,,,,,-2.63043714,54.0,
1,141,1-141,Leaf,,,,,2.11453414,3.0,
1,142,1-142,Leaf,,,,,5.64370298,3.0,
1,143,1-143,Leaf,,,,,1.83997595,5.0,
1,144,1-144,Leaf,,,,,-1.02219653,11.0,
1,145,1-145,Leaf,,,,,-1.35215366,627.0,
1,146,1-146,Leaf,,,,,-0.914365709,1508.0,
1,147,1-147,Leaf,,,,,0.177402541,94.0,
1,148,1-148,Leaf,,,,,4.30729294,6.0,
1,149,1-149,Leaf,,,,,-0.707163095,4.0,
1,150,1-150,Leaf,,,,,0.487631232,1.0,
1,151,1-151,Leaf,,,,,0.302368462,20.0,
1,152,1-152,Leaf,,,,,-14.7039385,3.0,
1,153,1-153,Leaf,,,,,-0.499711335,547.0,
1,154,1-154,Leaf,,,,,-0.0253034867,1126.0,
1,155,1-155,Leaf,,,,,2.30083466,11.0,
1,156,1-156,Leaf,,,,,0.476024836,82.0,
1,157,1-157,Leaf,,,,,0.346619368,352.0,
1,158,1-158,Leaf,,,,,4.49269438,1.0,
1,159,1-159,Leaf,,,,,0.883479893,1727.0,
1,160,1-160,Leaf,,,,,0.624355555,380.0,
1,161,1-161,Leaf,,,,,1.51824129,80.0,
1,162,1-162,Leaf,,,,,3.39490247,21.0,
1,163,1-163,Leaf,,,,,1.76367402,4396.0,
1,164,1-164,Leaf,,,,,-1.63582039,14.0,
1,165,1-165,Leaf,,,,,4.50758219,38.0,
1,166,1-166,Leaf,,,,,1.95313728,27.0,
1,167,1-167,Leaf,,,,,2.62152982,1300.0,
1,168,1-168,Leaf,,,,,5.00812864,26.0,
1,169,1-169,Leaf,,,,,-24.9248695,1.0,
1,170,1-170,Leaf,,,,,2.27344871,11.0,
1,171,1-171,Leaf,,,,,3.44080663,87.0,
1,172,1-172,Leaf,,,,,2.67662978,122.0,
1,173,1-173,Leaf,,,,,4.08145809,108.0,
1,174,1-174,Leaf,,,,,3.44216657,749.0,
1,175,1-175,Leaf,,,,,4.73367834,90.0,
1,176,1-176,Leaf,,,,,3.53895116,24.0,
1,177,1-177,Leaf,,,,,4.81824589,48.0,
1,178,1-178,Leaf,,,,,3.907058,219.0,
1,179,1-179,Leaf,,,,,4.48194027,736.0,
1,180,1-180,Leaf,,,,,5.34804058,35.0,
1,181,1-181,Leaf,,,,,-0.232637525,2.0,
1,182,1-182,Leaf,,,,,5.03049135,380.0,
1,183,1-183,Leaf,,,,,5.91786146,339.0,
1,184,1-184,Leaf,,,,,0.770383477,7.0,
1,185,1-185,Leaf,,,,,0.833992004,3.0,
1,186,1-186,Leaf,,,,,7.28222895,463.0,
1,187,1-187,Leaf,,,,,5.98358107,12.0,
1,188,1-188,Leaf,,,,,-19.2723694,1.0,
1,189,1-189,Leaf,,,,,-0.927804589,1.0,
1,190,1-190,Leaf,,,,,6.79626036,4.0,
2,0,2-0,manggarai_air_lag2,635.0,2-1,2-2,2-2,17962640.0,27196.0,
2,1,2-1,manggarai_air_lag2,595.0,2-3,2-4,2-4,2416819.0,14442.0,
2,2,2-2,manggarai_air_lag2,680.0,2-5,2-6,2-6,4259366.0,12754.0,
2,3,2-3,manggarai_air_lag3,575.0,2-7,2-8,2-8,472155.0,5189.0,
2,4,2-4,manggarai_air_lag2,615.0,2-9,2-10,2-10,611873.25,9253.0,
2,5,2-5,manggarai_air_lag2,658.0,2-11,2-12,2-12,379472.25,9507.0,
